"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"C_M11","2014-16","Moving average","12.6666666666666","8.63932352279547","16.6940098105378","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2015-17","Moving average","12.6666666666666","8.63932352279547","16.6940098105378","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2016-18","Moving average","14.3333333333333","10.0492188871775","18.6174477794891","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2000-02","Moving average","3.69391341904647","2.95866494086064","4.4291618972323","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2001-03","Moving average","3.32323884606379","2.62888954567995","4.01758814644762","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2002-04","Moving average","2.88525671290571","2.2408097392436","3.52970368656782","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2003-05","Moving average","2.7637600497824","2.13405143929465","3.39346866027015","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2004-06","Moving average","2.66077917644043","2.04185379762283","3.27970455525803","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2005-07","Moving average","3.11688585142025","2.44629984178624","3.78747186105427","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2006-08","Moving average","2.80545311138768","2.17031654155528","3.44058968122008","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2007-09","Moving average","2.70685158426956","2.08531345353887","3.32838971500026","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2008-10","Moving average","2.12982998420384","1.58082382530398","2.67883614310369","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2009-11","Moving average","1.71613884158266","1.22445725838094","2.20782042478439","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2010-12","Moving average","1.44156529101269","0.98812948534326","1.89500109668211","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2011-13","Moving average","1.14930276220387","0.74377208990071","1.55483343450703","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2012-14","Moving average","1.25636686701219","0.83309894525659","1.67963478876778","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2013-15","Moving average","1.08932008471176","0.6987859570158","1.47985421240773","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2014-16","Moving average","1.39104254852619","0.94786893060727","1.83421616644512","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2015-17","Moving average","1.37194490232692","0.93479145851242","1.80909834614142","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M12","2016-18","Moving average","1.54558611229375","1.08277971399082","2.00839251059668","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_IN01","2000-02","Moving average","44","36.4939094039009","51.5060905960991","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2001-03","Moving average","44","36.4939094039009","51.5060905960991","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2002-04","Moving average","38.6666666666666","31.6301806181358","45.7031527151974","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2003-05","Moving average","35.6666666666666","28.9086582995162","42.424675033817","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2004-06","Moving average","40","32.8432234251313","47.1567765748686","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2005-07","Moving average","42.3333333333333","34.9707758804116","49.695890786255","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2006-08","Moving average","41.3333333333333","34.0582549162983","48.6084117503683","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2007-09","Moving average","46","38.3252121472983","53.6747878527016","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2008-10","Moving average","49.6666666666666","41.6918635392922","57.641469794041","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2009-11","Moving average","51.3333333333333","43.225828864654","59.4408378020126","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2010-12","Moving average","46","38.3252121472983","53.6747878527016","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2011-13","Moving average","39.6666666666666","32.5397723791994","46.7935609541339","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2012-14","Moving average","46.3333333333333","38.6307884719364","54.0358781947302","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2013-15","Moving average","44","36.4939094039009","51.5060905960991","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2014-16","Moving average","45","37.40909212871","52.5909078712899","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2015-17","Moving average","41","33.7543159594036","48.2456840405963","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2016-18","Moving average","40.3333333333333","33.1467987233531","47.5198679433135","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2017-19","Moving average","40.3333333333333","33.1467987233531","47.5198679433135","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN01","2018-20","Moving average","45.6666666666666","38.0197365750467","53.3135967582865","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2000-02","Moving average","5.00045898601158","4.14730453106166","5.8536134409615","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2001-03","Moving average","4.97349027846586","4.12503539814182","5.82194515878991","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2002-04","Moving average","4.34662050255926","3.55563081658039","5.13761018853812","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2003-05","Moving average","3.98488234534006","3.22983314679927","4.73993154388084","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2004-06","Moving average","4.47688275253183","3.67586963977322","5.27789586529044","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2005-07","Moving average","4.73779870087029","3.91374958391574","5.56184781782485","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2006-08","Moving average","4.58779843537166","3.77996682342933","5.39563004731398","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2007-09","Moving average","5.0389372843095","4.19734969814756","5.88052487047144","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2008-10","Moving average","5.37838778105959","4.51333815147775","6.24343741064144","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2009-11","Moving average","5.4964347913266","4.62633193154332","6.36653765110988","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2010-12","Moving average","4.94992250115154","4.12177557460036","5.77806942770272","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2011-13","Moving average","4.27986799597771","3.50875068857565","5.05098530337978","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2012-14","Moving average","5.03798203379964","4.19818899418546","5.87777507341381","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2013-15","Moving average","4.80340065023668","3.98204116748345","5.6247601329899","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2014-16","Moving average","4.96718716380821","4.12738898272315","5.80698534489327","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2015-17","Moving average","4.51511865712436","3.71551410998982","5.3147232042589","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2016-18","Moving average","4.38273383629216","3.60062618803004","5.16484148455428","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2017-19","Moving average","4.33704277701331","3.56361346234101","5.11047209168561","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_IN02","2018-20","Moving average","4.84675340439893","4.03482872604895","5.65867808274891","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"C_A21","2000-02","Moving average","49.6666666666666","41.6918635392922","57.641469794041","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2001-03","Moving average","47.3333333333333","39.5481112032078","55.1185554634588","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2002-04","Moving average","43.3333333333333","35.8843241024934","50.7823425641732","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2003-05","Moving average","40","32.8432234251313","47.1567765748686","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2004-06","Moving average","45.6666666666666","38.0197365750467","53.3135967582865","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2005-07","Moving average","45.3333333333333","37.714362860345","52.9523038063216","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2006-08","Moving average","42.3333333333333","34.9707758804116","49.695890786255","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2007-09","Moving average","48.6666666666666","40.7725550227376","56.5607783105957","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2008-10","Moving average","52.6666666666666","44.4545449103192","60.8787884230141","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2009-11","Moving average","55.6666666666666","47.2238944583355","64.1094388749978","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2010-12","Moving average","46","38.3252121472983","53.6747878527016","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2011-13","Moving average","37.3333333333333","30.4192302910183","44.2474363756483","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2012-14","Moving average","41","33.7543159594036","48.2456840405963","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2013-15","Moving average","41.3333333333333","34.0582549162983","48.6084117503683","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2014-16","Moving average","41.3333333333333","34.0582549162983","48.6084117503683","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2015-17","Moving average","36","29.2104855955429","42.789514404457","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A21","2016-18","Moving average","33.3333333333333","26.8001200515331","39.8665466151335","Injuries","Number","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2000-02","Moving average","5.6304068504809","4.72625403881656","6.53455966214524","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2001-03","Moving average","5.34708946863871","4.46760771636822","6.2265712209092","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2002-04","Moving average","4.87121263217848","4.0338501430443","5.70857512131266","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2003-05","Moving average","4.46920130706469","3.66956678752013","5.26883582660926","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2004-06","Moving average","5.10807025104108","4.25270525039071","5.96343525169146","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2005-07","Moving average","5.06031412312715","4.20979564903355","5.91083259722075","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2006-08","Moving average","4.66437975554447","3.85286806743615","5.47589144365279","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2007-09","Moving average","5.27592251016727","4.41935804017825","6.13248698015629","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2008-10","Moving average","5.63629393784021","4.7561442527106","6.51644362296983","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2009-11","Moving average","5.87088670164473","4.97864316729678","6.76313023599269","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2010-12","Moving average","4.84489344795318","4.03449720538049","5.65528969052586","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2011-13","Moving average","3.93858691606285","3.20736966671868","4.66980416540702","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2012-14","Moving average","4.35248445490548","3.5816111262467","5.12335778356426","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2013-15","Moving average","4.39556091652394","3.62058815930372","5.17053367374415","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2014-16","Moving average","4.42087234409207","3.64151779654419","5.20022689163995","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2015-17","Moving average","3.83920031733373","3.11411037725323","4.56429025741423","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_A22","2016-18","Moving average","3.5372140442194","2.84316420446885","4.23126388396996","Per 100,000 people","Age-standardised rate","Assault","Validated","Children","0-14 years","Serious"
"C_IN21","2000-02","Moving average","55","46.6079355909252","63.3920644090747","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2001-03","Moving average","52.6666666666666","44.4545449103192","60.8787884230141","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2002-04","Moving average","49","41.0788998614668","56.9211001385332","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2003-05","Moving average","47.3333333333333","39.5481112032078","55.1185554634588","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2004-06","Moving average","54.3333333333333","45.992284986132","62.6743816805346","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2005-07","Moving average","54.3333333333333","45.992284986132","62.6743816805346","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2006-08","Moving average","52.3333333333333","44.1472405545273","60.5194261121393","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2007-09","Moving average","59.3333333333333","50.6169396468267","68.0497270198399","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2008-10","Moving average","64.6666666666666","55.5669535380097","73.7663797953235","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2009-11","Moving average","68.3333333333333","58.9791954596298","77.6874712070369","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2010-12","Moving average","61.3333333333333","52.4712516678722","70.1954149987944","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2011-13","Moving average","51","42.9188614693349","59.0811385306651","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2012-14","Moving average","56.6666666666666","48.1483987185839","65.1849346147494","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2013-15","Moving average","56.3333333333333","47.8401560669931","64.8265105996735","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2014-16","Moving average","60.6666666666666","51.8528800837278","69.4804532496055","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2015-17","Moving average","56.3333333333333","47.8401560669931","64.8265105996735","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN21","2016-18","Moving average","51.6666666666666","43.5328817256008","59.8004516077325","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2000-02","Moving average","6.25368305057752","5.29934490318185","7.20802119797319","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2001-03","Moving average","5.95592355778352","5.02722290781366","6.88462420775338","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2002-04","Moving average","5.50821736100182","4.61778590587319","6.39864881613044","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2003-05","Moving average","5.28889764425881","4.41899111274599","6.15880417577162","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2004-06","Moving average","6.08134858125294","5.14774961427209","7.01494754823378","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2005-07","Moving average","6.08063562269714","5.14709439924593","7.01417684614834","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2006-08","Moving average","5.81276376334548","4.90313750209045","6.72239002460051","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2007-09","Moving average","6.51245122246019","5.55471807255293","7.47018437236745","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2008-10","Moving average","7.03480901757196","6.04316082884815","8.02645720629578","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2009-11","Moving average","7.34227093499811","6.33481983864976","8.34972203134646","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2010-12","Moving average","6.62756611088774","5.66728881307038","7.5878434087051","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2011-13","Moving average","5.53827612915574","4.65824204009057","6.41831021822091","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2012-14","Moving average","6.20363877669849","5.26855531903918","7.13872223435781","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2013-15","Moving average","6.17161565181064","5.238928154928","7.10430314869329","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2014-16","Moving average","6.71581498639372","5.7379078020051","7.69372217078233","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2015-17","Moving average","6.23204606693925","5.29049009713988","7.17360203673861","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2016-18","Moving average","5.64435420715964","4.7544213847253","6.53428702959397","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_P21","2000-02","Moving average","68.6666666666666","59.289741578019","78.0435917553143","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2001-03","Moving average","64.3333333333333","55.2571033744794","73.4095632921872","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2002-04","Moving average","59","50.308125050352","67.6918749496479","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2003-05","Moving average","56.3333333333333","47.8401560669931","64.8265105996735","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2004-06","Moving average","53.6666666666666","45.376948335225","61.9563849981083","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2005-07","Moving average","55.3333333333333","46.9158768407868","63.7507898258798","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2006-08","Moving average","47.3333333333333","39.5481112032078","55.1185554634588","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2007-09","Moving average","42","34.6664862794348","49.3335137205651","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2008-10","Moving average","41","33.7543159594036","48.2456840405963","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2009-11","Moving average","42.6666666666666","35.2751796034683","50.0581537298649","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2010-12","Moving average","39.6666666666666","32.5397723791994","46.7935609541339","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2011-13","Moving average","36","29.2104855955429","42.789514404457","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2012-14","Moving average","38.3333333333333","31.3272426150144","45.3394240516522","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2013-15","Moving average","41.3333333333333","34.0582549162983","48.6084117503683","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2014-16","Moving average","41","33.7543159594036","48.2456840405963","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2015-17","Moving average","39","31.9332493556781","46.0667506443218","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2016-18","Moving average","39","31.9332493556781","46.0667506443218","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2000-02","Moving average","7.80728912380261","6.74095683724166","8.87362141036356","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2001-03","Moving average","7.28156121406867","6.25424639321703","8.3088760349203","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2002-04","Moving average","6.63234335304301","5.65526709799591","7.6094196080901","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2003-05","Moving average","6.3214449798557","5.36836797980532","7.27452197990608","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2004-06","Moving average","6.04013117658564","5.10711394559689","6.97314840757438","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2005-07","Moving average","6.24088420038881","5.29145683601343","7.19031156476419","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2006-08","Moving average","5.34197058417893","4.46311750308343","6.22082366527443","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2007-09","Moving average","4.72211895185415","3.89698877659776","5.54724912711054","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2008-10","Moving average","4.61532356940682","3.79881478290189","5.43183235591175","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2009-11","Moving average","4.7631938184584","3.93671910321714","5.58966853369966","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2010-12","Moving average","4.42046213140045","3.6247617056335","5.21616255716739","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2011-13","Moving average","4.00737644818337","3.25013720483862","4.76461569152813","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2012-14","Moving average","4.27352699222495","3.49112239143222","5.05593159301769","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2013-15","Moving average","4.55445611038114","3.75157334833167","5.3573388724306","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2014-16","Moving average","4.46325154721512","3.67308072122374","5.25342237320651","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2015-17","Moving average","4.1971578050229","3.4350673792259","4.9592482308199","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2016-18","Moving average","4.17652274670328","3.41833275593414","4.93471273747241","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_C21","2000-02","Moving average","85","74.5672950174463","95.4327049825536","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2001-03","Moving average","73","63.3317272499053","82.6682727500947","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2002-04","Moving average","66.3333333333333","57.1171018468131","75.5495648198535","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2003-05","Moving average","73","63.3317272499053","82.6682727500947","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2004-06","Moving average","70.3333333333333","60.8432928746532","79.8233737920134","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2005-07","Moving average","74","64.2657314479315","83.7342685520684","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2006-08","Moving average","68","58.6687049879237","77.3312950120763","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2007-09","Moving average","67.6666666666666","58.3582705725726","76.9750627607607","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2008-10","Moving average","63.3333333333333","54.3279202949196","72.338746371747","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2009-11","Moving average","56.3333333333333","47.8401560669931","64.8265105996735","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2010-12","Moving average","51.3333333333333","43.225828864654","59.4408378020126","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2011-13","Moving average","46.6666666666666","38.9364644636394","54.3968688696938","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2012-14","Moving average","50.3333333333333","42.3051864465299","58.3614802201366","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2013-15","Moving average","53","44.7619315067833","61.2380684932167","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2014-16","Moving average","63","54.0183166814579","71.981683318542","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2015-17","Moving average","66","56.806954038227","75.193045961773","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2016-18","Moving average","68","58.6687049879237","77.3312950120763","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2000-02","Moving average","9.73152112646797","8.53685296163887","10.926189291297","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2001-03","Moving average","8.27311889932436","7.17738459796176","9.36885320068697","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
